snp_candidate,libdem_vote,labour_share,ukip_vote,conservative_share,green_vote,green_swing,labour_vote,ukip_share,libdem_swing,constituency_code,conservative_candidate,ukip_swing,green_share,majority,ukip_candidate,conservative_swing,green_candidate,labour_candidate,conservative_vote,snp_swing,turnout,snp_share,snp_vote,libdem_share,libdem_candidate,labour_swing
,1661,68.9,2507,13.4,2661,4.5,28779,6.0,-24.7,E14001013,Molly Samuel-Leport,4.0,6.4,LAB,Paul Hillman,-0.6,Michael Gold,Stella Creasy,5584,,62.1,,,4.0,Steven Cheung,17.0
,2407,50.0,7014,21.8,1454,2.2,19267,18.2,-21.2,E14001014,Chris Galley,15.7,3.8,LAB,Melanie Hurst,4.2,Chris Hedley,Ian Lavery,8386,,60.9,,,6.2,Tom Hancock,4.2
,7611,16.0,7288,53.3,2986,3.3,9343,12.5,-14.9,E14001015,Ed Vaizey,8.2,5.1,CON,Lee Upcraft,1.3,Kate Prendergast,Stephen Webb,31092,,69.8,,,13.1,Alex Meredith,2.1
,805,58.2,6237,19.3,1465,3.9,22012,16.5,-13.4,E14001016,Tom Williams,9.6,3.9,LAB,Pete Durnell,-5.5,Robert Graham Buckman,John Francis Spellar,7310,,59.3,,,2.1,Catherine Rachael Smith,5.3
,993,55.0,7321,18.9,1091,2.9,20478,19.6,-14.4,E14001020,Bob Dhillon,16.3,2.9,LAB,Aileen Casey,-3.0,Anthony Murphy,Sharon Hodgson,7033,,54.6,,,2.7,Dominic Haney,2.4
,1881,47.8,7757,28.2,1264,2.8,21720,17.1,-16.7,E14001017,Richard Short,17.1,2.8,LAB,Trevor Nicholls,-2.1,Sarah Hayes,Helen Jones,12797,,62.5,,,4.1,Stefan Krizanac,2.3
,3335,39.1,4909,43.7,1765,2.2,23178,8.3,-21.9,E14001018,David Mowat,5.3,3.0,CON,Mal Lingley,7.9,Stephanie Davies,Nick Bent,25928,,69.4,,,5.6,Bob Barr,6.1
,5180,10.8,9541,57.0,3623,3.8,6165,16.7,-16.2,E14001023,Nus Ghani,10.7,6.4,CON,Peter Griffiths,0.5,Mark J Smith,Solomon Curtis,32508,,71.0,,,9.1,Giles Goodall,1.2
,2512,34.9,4183,47.9,1994,2.5,17643,8.3,-13.3,E14001019,Chris White,6.4,3.9,CON,Alastair MacBrayne,5.4,Azzees Minott,Lynnette Kelly,24249,,70.7,,,5.0,Haseeb Arif,-0.5
,2240,19.5,9868,52.1,2218,3.5,9839,19.6,-12.7,E14001025,Peter William Bone,16.4,4.4,CON,Jonathan Eric Lewis Munday,3.8,Marion Eileen Turner-Hawes,Richard Francis Garvie,26265,,65.4,,,4.4,Chris Nelson,-5.9
,1055,37.7,7580,42.3,1761,1.1,19696,14.5,-11.3,E14001022,Peter Aldous,9.3,3.4,CON,Simon Tobin,2.1,Graham Elliott,Bob Blizzard,22104,,65.1,,,2.0,Steve Gordon,-1.0
,10152,26.0,5481,43.5,1332,0.8,14606,9.8,-14.3,E14001021,Richard Harrington,7.6,2.4,CON,Nick Lincoln,8.5,Aidan Cottrell-Boyce,Matt Turmaine,24400,,66.6,,,18.1,Dorothy Thornhill,-0.7
,1135,56.9,10733,14.9,,,24571,24.9,-13.5,E14001028,Michael Naughton,16.7,,LAB,Mike Hookem,-2.7,,John Healey,6441,,58.1,,,2.6,Edwin Simpson,6.3
,1395,41.4,4547,43.2,1183,1.8,19421,9.7,-15.7,E14001024,Graham Evans,7.4,2.5,CON,Amos Wright,4.6,Chris Copeman,Julia Tickridge,20227,,68.5,,,3.0,Mary Di Mauro,5.2
,3140,26.1,6556,50.4,1742,1.8,13128,13.1,-10.1,E14001027,Grant Shapps,9.7,3.5,CON,Arthur Stevens,-6.6,Marc Scheimann,Anawar Miah,25281,,68.5,,,6.3,Hugh Annand,4.8
,18662,6.6,5644,46.1,2331,3.0,3780,9.9,-11.2,E14001026,James Heappey,6.9,4.1,CON,Helen Hims,3.6,Jon Cousins,Chris Inchley,26247,,71.7,,,32.8,Tessa Munt,-0.9
,550,47.3,8836,23.9,697,2.0,16578,25.2,-10.4,E14001030,Paul James Ratner,20.9,2.0,LAB,Graham Eardley,-5.5,Mark Nicholas Redding,Adrian Bailey,8365,,53.4,,,1.6,Karen Trench,2.4
,751,50.2,7949,24.9,628,1.7,18817,21.2,-11.2,E14001029,Olivia Seccombe,18.6,1.7,LAB,Steve Latham,-4.0,Barry James Lim,Tom Watson,9347,,58.9,,,2.0,Flo Clucas,3.7
,12199,10.0,7055,50.2,3242,4.6,5633,12.5,-19.1,E14001031,Oliver Letwin,8.7,5.7,CON,David Glossop,2.6,Peter Barton,Rachel Rogers,28329,,72.0,,,21.6,Ros Kayes,3.3
,1430,68.4,3950,15.4,2651,3.6,36132,7.5,-8.8,E14001032,Festus Akinbusoye,5.9,5.0,LAB,Jamie McKenzie,0.8,Rachel Collinson,Lyn Brown,8146,,58.2,,,2.7,Paul Reynolds,5.8
,2465,17.5,10700,52.2,1779,3.6,8604,21.7,-18.4,E14001034,Matthew Hancock,15.3,3.6,CON,Julian Flood,1.6,Niall Pettitt,Michael Jefferys,25684,,64.6,,,5.0,Elfreda Tealby-Watson,2.7
,1298,49.3,6058,32.4,1582,2.2,24474,12.2,-10.9,E14001033,Paul Greenall,8.5,3.2,LAB,Jack Sen,-3.7,Ben Basson,Rosie Cooper,16114,,70.0,,,2.6,Daniel Lewis,4.1
,1457,46.8,1489,41.8,1322,2.1,18504,3.8,-10.2,E14001036,Lindsey Hall,3.0,3.3,LAB,Nigel Sussman,3.3,Jennifer Nadel,Karen Buck,16527,,63.4,,,3.7,Kirsty Allan,2.9
,5245,13.4,7764,56.1,3505,5.3,7244,14.4,-28.1,E14001035,Harriett Baldwin,10.4,6.5,CON,Richard Chamings,5.8,Julian Roskams,Daniel Walton,30342,,73.7,,,9.7,Dennis Wharton,6.6
,25194,5.4,3031,33.2,1798,3.7,2661,6.2,-8.5,E14001037,Ann Myatt,4.6,3.7,LD,Alan Piper,-3.0,Chris Loynes,John Bateson,16245,,74.3,,,51.5,Tim Farron,3.2
,5486,18.3,9366,48.0,2592,4.9,9594,17.8,-28.8,E14001038,John Penrose,15.2,4.9,CON,Ernie Warrender,3.7,Richard Lawson,Tim Taylor,25203,,66.1,,,10.4,John Munro,7.3
,1255,52.2,8818,20.7,1273,2.8,23625,19.5,-12.6,E14001039,Caroline Kerswell,13.8,2.8,LAB,Mark Bradley,-4.0,Will Patterson,Lisa Nandy,9389,,59.5,,,2.8,Mark Clayton,3.7
,4323,13.4,4992,63.4,1834,2.4,6714,10.0,-13.8,E14001042,Adam Afriyie,6.7,3.7,CON,Tariq Malik,2.5,Derek Wall,Fiona Dent,31797,,72.2,,,8.6,George Fussey,3.5
,6129,26.0,2476,52.1,1986,2.9,12606,5.1,-12.3,E14001040,Stephen Hammond,3.2,4.1,CON,Peter Bucklitsch,3.0,Charles Barraball,Andrew Judge,25225,,73.5,,,12.7,Shas Sheehan,3.8
,2891,15.8,7569,57.5,2038,1.3,7467,16.0,-13.6,E14001045,Priti Patel,9.5,4.3,CON,Garry Cockrill,5.3,James Abbott,John Clarke,27123,,70.3,,,6.1,Josephine Hayes,-2.7
,13511,8.3,4122,55.0,2645,4.8,4613,7.5,-18.7,E14001041,Steve Brine,5.4,4.8,CON,Martin Lyon,6.5,Michael Wilks,Mark Chaloner,30425,,74.6,,,24.4,Jackie Porter,2.9
,1474,48.2,3737,37.2,895,2.1,20165,8.9,-13.0,E14001043,John Bell,5.7,2.1,LAB,David Scott,-2.2,Paul Cartlidge,Alison McGovern,15566,,73.5,,,3.5,Elizabeth Jewkes,7.4
,1433,45.1,2772,44.2,,,18898,6.6,-13.4,E14001044,Esther McVey,4.3,,LAB,Hilary Jones,1.7,,Margaret Greenwood,18481,,75.6,,,3.4,Peter Reisdorf,8.9
,6047,16.1,5873,56.2,2109,4.1,8389,11.3,-25.8,E14001047,Jonathan Lord,7.5,4.1,CON,Rob Burberry,5.9,Martin Robson,Jill Rawling,29199,,70.0,,,11.6,Chris Took,8.1
,7572,14.5,5516,57.7,2092,2.7,8132,9.9,-14.5,E14001048,John Redwood,6.8,3.7,CON,Philip Cunnington,5.0,Adrian Windisch,Andy Croy,32329,,71.9,,,13.5,Clive Jones,4.4
,935,46.1,6524,29.9,701,2.1,15669,19.2,-10.8,E14001049,Darren Henry,15.9,2.1,LAB,Star Etheridge,-4.4,Becky Cooper,Emma Reynolds,10174,,55.7,,,2.7,Ian Jenkins,4.7
,798,53.3,7061,22.3,605,1.7,18539,20.3,-12.9,E14001050,Suria Photay,12.6,1.7,LAB,Barry Hodgson,-6.2,Geeta Kauldhar,Pat McFadden,7761,,55.6,,,2.3,Ian Griffiths,5.8
,3953,17.2,5352,60.2,2970,0.9,10046,9.2,-12.7,E14001046,David Cameron,5.7,5.1,CON,Simon Strutt,1.4,Stuart Macdonald,Duncan Enright,35201,,73.3,,,6.8,Andy Graham,4.2
,1708,42.3,7538,30.1,1149,3.0,16282,19.6,-9.1,E14001053,Rozila Kana,17.4,3.0,LAB,Mark Jenkinson,-3.7,Jill Perry,Sue Hayman,11596,,65.6,,,4.4,Phill Roberts,-3.2
,1100,44.2,7688,30.1,1242,3.0,18600,18.3,-13.9,E14001054,Iain Lindley,13.4,3.0,LAB,Owen Hammond,-2.4,Chris Bertenshaw,Barbara Keeley,12654,,58.3,,,2.6,Kate Clarkson,1.3
,4477,15.7,9269,51.5,2938,3.8,7955,18.3,-19.0,E14001055,Peter Bottomley,12.3,5.8,CON,Tim Cross,-0.3,David Aherne,Jim Deen,26124,,67.1,,,8.8,Hazel Thorpe,3.9
,845,43.2,4310,41.2,1058,2.6,17374,10.7,-13.9,E14001051,Paul Uppal,7.0,2.6,LAB,Dave Everett,0.5,Andrea Cantrill,Rob Marris,16573,,66.6,,,2.1,Neale Upstone,4.2
,2712,24.8,6577,53.2,1699,3.4,12377,13.2,-16.1,E14001057,Ben Wallace,8.4,3.4,CON,Kate Walsh,0.8,Anne Power,Ben Whittingham,26528,,70.6,,,5.4,John Potter,3.5
,4546,22.5,5198,51.4,3086,6.0,11588,10.1,-20.0,E14001056,Steve Baker,5.7,6.0,CON,David Meacock,2.8,Jem Bailey,David Williams,26444,,67.4,,,8.8,Steve Guy,5.2
,1677,34.0,6378,45.3,2024,2.6,16888,12.8,-16.1,E14001052,Robin Walker,10.1,4.1,CON,James Goad,5.8,Louis Stephen,Joy Squires,22534,,70.0,,,3.4,Federica Smith,0.5
,1927,50.1,6354,25.7,1658,3.8,21693,14.7,-17.9,E14001059,Fiona Green,11.2,3.8,LAB,Lee Clayton,0.2,Jess Mayo,Mike Kane,11124,,56.9,,,4.5,Victor Chamberlain,6.0
,3804,42.4,4795,28.3,4791,6.5,20212,10.1,-17.2,E14001061,Robert McIlveen,7.7,10.0,LAB,Ken Guest,2.2,Jonathan Tyler,Rachael Maskell,13496,,63.3,,,8.0,Nick Love,2.4
,1733,40.0,7260,31.9,976,2.4,16540,17.6,-14.1,W07000043,Laura Knightly,15.0,2.4,LAB,Blair Smillie,-0.3,Alasdair Ibbotson,Mark Tami,13197,,66.6,,,4.2,Tudor Jones,0.4
,6269,24.8,5251,49.1,2558,4.7,13348,9.7,-24.4,E14001062,Julian Sturdy,7.7,4.7,CON,Paul Abbott,6.1,Ginnie Shaw,Joe Riches,26477,,68.6,,,11.6,James Blanchard,7.7
,1228,19.3,7967,45.3,1117,2.3,9523,16.1,-9.4,E14001058,Mark Garnier,13.2,2.3,CON,Michael Wrench,8.4,Natalie McVey,Matt Lamb,22394,,63.8,,,2.5,Andy Crick,4.9
,718,30.3,2277,13.1,,,8122,8.5,-11.4,W07000057,Anwen Barry,5.9,,PC,Simon Wall,-3.8,,Alun Pugh,3521,,66.3,,,2.7,Mohammed Shultan,-0.1
,1648,37.1,5911,32.2,736,1.9,14624,15.0,-18.4,W07000073,Meirion Jenkins,12.9,1.9,LAB,Caroline Jones,1.8,Tony White,Madeleine Moon,12697,,65.8,,,4.2,Anita Davies,0.7
,1391,28.2,3467,41.5,727,2.4,8514,11.5,-14.7,W07000058,Guto Bebb,9.4,2.4,CON,Andrew Haigh,5.7,Petra Haig,Mary Wimbury,12513,,66.2,,,4.6,Victor Babu,3.8
,18865,7.1,7646,42.5,2191,3.8,4053,13.4,-22.6,E14001060,Marcus Fysh,9.3,3.8,CON,Simon Smedley,9.6,Emily McIvor,Sheena King,24178,,69.1,,,33.1,David Laws,1.9
,11351,14.7,3338,41.1,1261,2.3,5904,8.3,-17.8,W07000068,Christopher Davies,6.1,3.1,CON,Darran Thomas,4.5,Chris Carmichael,Matthew Dorrance,16453,,73.8,,,28.3,Roger Williams,4.2
,1397,48.9,4971,11.9,711,2.3,15416,15.8,-11.8,W07000049,Edward Yi He,14.2,2.3,LAB,Peter Bush,-2.4,Jonathan Tier,Stephen Kinnock,3742,,63.3,,,4.4,Helen Clarke,-3.0
,620,58.0,5677,10.8,738,2.3,18380,17.9,-8.2,W07000072,Tracey West,16.4,2.3,LAB,Susan Boucher,3.8,Mark Pond,Nick Smith,3419,,61.7,,,2.0,Samuel Rees,5.6
,935,44.3,7791,16.6,937,2.3,17864,19.3,-12.4,W07000076,Leo Docherty,17.0,2.3,LAB,Sam Gould,-0.5,Katy Beddoe,Wayne David,6683,,64.2,,,2.3,Aladdin Ayesh,-0.6
,2318,42.8,6423,26.8,1746,2.5,19966,13.8,-17.3,W07000080,Emma Warman,11.2,3.7,LAB,John Rees-Evans,-1.5,Anthony Slaughter,Stephen Doughty,12513,,61.6,,,5.0,Nigel Howells,3.9
,1953,38.3,3953,42.4,1254,1.7,19572,7.7,-14.5,W07000051,Craig Williams,5.4,2.5,CON,Ethan Wilkinson,4.9,Ruth Osner,Mari Williams,21709,,76.1,,,3.8,Elizabeth Clark,1.2
,2069,40.7,4923,25.2,1704,2.1,17803,11.2,-12.8,W07000079,James Taghdissian,8.5,3.9,LAB,Brian Morris,-4.5,Ken Barker,Kevin Brennan,11014,,65.6,,,4.7,Cadan ap Tomos,-0.6
,10481,40.0,2499,14.7,2461,4.8,15462,6.5,-14.3,W07000050,Richard Hopkin,4.4,6.4,LAB,Anthony Raybould,-6.9,Christopher von Ruhland,Jo Stevens,5674,,67.3,,,27.1,Jenny Willott,11.2
,963,28.7,4698,43.7,1290,3.2,11572,11.6,-9.7,W07000066,Simon Hart,8.8,3.2,CON,John Atkinson,2.6,Gary Tapley,Delyth Evans,17626,,69.9,,,2.4,Selwyn Runnett,-4.0
,1349,37.2,5480,30.4,915,2.6,13051,15.6,-13.4,W07000062,David Nicholls,13.3,2.6,LAB,Mandy Jones,0.2,Duncan Rees,Susan Jones,10649,,63.8,,,3.8,Bruce Roberts,-1.2
,928,24.2,4363,21.2,1091,2.8,9541,11.1,-9.8,W07000067,Matthew Paul,7.7,2.8,PC,Norma Woodward,-1.2,Ben Rice,Calum Higgins,8336,,70.7,,,2.4,Sara Lloyd-Williams,-2.3
,1387,25.6,4988,43.3,,,9733,13.1,-11.6,W07000059,David Jones,10.8,,CON,Warwick Nicholson,1.7,,Gareth Thomas,16463,,64.8,,,3.6,Sarah Lesiter-Burgess,0.9
,13414,9.7,3829,11.0,2088,3.8,3615,10.2,-14.2,W07000064,Henrietta Hensher,7.7,5.6,LD,Gethin James,-0.5,Daniel Thompson,Huw Thomas,4123,,69.0,,,35.9,Mark Williams,3.9
,1380,40.5,6150,32.7,680,1.8,15187,16.4,-11.9,W07000042,Mark Isherwood,14.6,1.8,LAB,Nigel Williams,-1.9,Kay Roney,David Hanson,12257,,69.8,,,3.7,Tom Rippeth,-0.2
,830,47.7,4976,12.1,799,2.6,14532,16.3,-11.1,W07000070,Keith Dewhurt,13.0,2.6,LAB,Rebecca Rees-Evans,2.0,John Matthews,Ann Clwyd,3676,,59.3,,,2.7,Angharad Jones,-4.8
,1153,13.5,3126,22.7,981,3.4,3904,10.8,-8.3,W07000061,Neil Fairlamb,8.1,3.4,PC,Christopher Gillibrand,0.4,Marc Fothergill,Mary Griffiths Clarke,6550,,65.1,,,4.0,Stephen Churchman,-0.4
,950,49.0,6932,15.2,659,1.9,17336,19.6,-7.7,W07000077,Laura Jones,16.9,1.9,LAB,Joe Smyth,1.2,Peter Varley,Chris Evans,5366,,64.3,,,2.7,Brendan D'Cruz,-0.2
,1552,37.0,4773,37.1,1161,2.7,15835,11.2,-15.4,W07000046,Byron Davies,9.6,2.7,CON,Colin Beckett,5.1,Julia Marshall,Liz Evans,15862,,69.2,,,3.6,Mike Sheehan,-1.4
,1351,53.9,6106,10.1,603,1.8,17619,18.7,-26.9,W07000071,Bill Rees,15.9,1.8,LAB,David Rowlands,2.5,Elspeth Parris,Gerald Jones,3292,,53.0,,,4.1,Bob Griffin,10.2
,751,41.3,6269,14.3,689,1.8,15948,16.3,-8.5,W07000045,Selaine Saxby,13.5,1.8,LAB,Ken Rees,0.0,Guy Smith,Nia Rhiannon Griffith,5534,,65.0,,,1.9,Cen Phillips,-1.1
,2496,26.8,4942,49.9,1629,2.2,12719,10.4,-14.1,W07000054,David Davies,8.0,3.4,CON,Gareth Dunn,1.6,Christopher Were,Ruth Jones,23701,,72.2,,,5.3,Veronica German,0.9
,9879,5.6,3769,45.0,1260,3.7,1900,11.2,-8.6,W07000063,Glyn Davies,7.8,3.7,CON,Des Parkinson,3.7,Richard Chaloner,Martyn Singleton,15204,,69.6,,,29.3,Jane Dodds,-1.5
,1173,43.8,6094,15.3,1185,3.2,16270,16.4,-11.8,W07000069,Ed Hastie,14.2,3.2,LAB,Richard Pritchard,2.3,Catrin Brock,Christina Rees,5691,,66.2,,,3.2,Clare Bentley,-2.4
,2251,40.7,6466,27.3,887,2.5,14290,18.4,-25.8,W07000055,Natasha Asghar,16.5,2.5,LAB,David Stock,4.3,David Mclean,Jessica Morden,9585,,62.7,,,6.4,Paul Halliday,3.7
,1581,41.2,6134,32.5,1272,2.0,16633,15.2,-12.7,W07000056,Nick Webb,12.3,3.2,LAB,Gordon Norrie,0.2,Pippa Bartolotti,Paul Flynn,13123,,64.9,,,3.9,Ed Townsend,0.0
,1072,52.9,5420,15.9,754,2.1,18663,15.4,-12.1,W07000074,Jane March,13.1,2.1,LAB,Glenda Davies,0.4,Laurie Brophy,Huw Irranca-Davies,5620,,63.7,,,3.0,Gerald Francis,-0.9
,4904,41.1,5085,17.3,992,1.6,15554,13.4,-18.2,W07000075,Ann-Marie Mason,10.1,2.6,LAB,Andrew Tomkinson,1.2,Katy Clay,Owen Smith,6569,,64.3,,,12.9,Mike Powell,2.3
,780,28.1,4257,40.4,1452,3.6,11414,10.5,-12.6,W07000065,Stephen Crabb,8.2,3.6,CON,Howard Lillyman,-2.4,Frances Bryant,Paul Miller,16383,,70.8,,,1.9,Nick Tregoning,-3.0
,474,50.7,3998,6.7,453,1.4,15976,12.7,-9.1,W07000052,Lyn Hudson,11.5,1.4,LAB,Ronald Hughes,0.3,Lisa Rapado,Chris Bryant,2116,,60.9,,,1.5,George Summers,-4.6
,3178,42.6,4744,22.6,1784,3.9,14967,13.5,-24.2,W07000047,Emma Lane,11.5,5.1,LAB,Martyn Ford,1.7,Ashley Wakeling,Geraint Davies,7931,,59.8,,,9.0,Chris Holley,7.9
,1392,53.0,5779,15.3,,,17807,17.2,-14.2,W07000048,Altaf Hussain,14.6,,LAB,Clifford Johnson,0.5,,Carolyn Harris,5142,,58.0,,,4.1,Ann Jamal,1.5
,915,38.4,4577,39.0,,,13523,13.0,-10.0,W07000060,James Davies,11.5,,CON,Paul Davies-Cooke,3.8,,Chris Ruane,13760,,62.4,,,2.6,Gwyn Williams,-3.9
,1271,44.6,7203,23.1,746,0.8,16938,19.0,-13.3,W07000053,Graham Smith,16.7,2.0,LAB,Ken Beswick,3.1,Matt Cooke,Nick Thomas-Symonds,8769,,61.3,,,3.4,Alison Willott,-0.1
,1735,37.2,5072,31.6,669,2.0,12181,15.5,-20.5,W07000044,Andrew Atkinson,13.2,2.0,LAB,Niall Plevin-Kelly,6.2,David Munnerley,Ian Lucas,10350,,64.2,,,5.3,Rob Walsh,0.4
,1309,32.6,5489,46.0,1054,1.1,16727,10.7,-12.7,W07000078,Alun Cairns,7.6,2.1,CON,Kevin Mahoney,4.2,Alan Armstrong,Chris Elmore,23607,,71.1,,,2.6,David Morgan,-0.3
,751,31.1,5121,21.2,,,10871,14.7,-5.4,W07000041,Michelle Willis,11.2,,LAB,Nathan Gill,-1.3,,Albert Owen,7393,,69.9,,,2.2,Mark Geoffrey Thomas Rosenthal,-2.2
Kirsty Blackman,2050,25.9,,12.1,,,11397,,-13.9,S14000001,Sanjoy Sen,,,SNP,,-0.3,,Richard Baker,5304,34.2,64.9,56.4,24793,4.7,Euan Davidson,-18.5
Callum McCaig,2252,26.8,897,22.8,964,1.0,12991,1.8,-23.7,S14000002,Ross Thomson,1.8,2.0,SNP,Sandra Skinner,2.1,Dan Yeats,Anne Begg,11087,29.8,71.3,41.6,20221,4.6,Denis Rixson,-9.8
Neil Gray,678,34.1,1088,7.7,,,15108,2.5,-6.6,S14000003,Eric Holford,2.5,,SNP,Matt Williams,-1.1,,Pamela Nash,3389,30.4,66.4,53.9,23887,1.5,John Love,-24.0
Mike Weir,1216,8.8,1355,29.0,965,2.2,3919,3.0,-8.0,S14000004,Derek Wann,1.5,2.2,SNP,Calum Walker,-1.9,David Mumford,Gerard McMahon,12900,14.7,67.6,54.2,24130,2.7,Sanjay Samani,-8.4
Brendan O'Hara,14486,10.4,1311,14.9,,,5394,2.5,-3.7,S14000005,Alastair Redman,2.5,,SNP,Caroline Santos,-9.1,,Mary Galbraith,7733,25.3,75.3,44.3,22959,27.9,Alan Reid,-12.3
Eilidh Whiteford,2347,5.8,,28.8,,,2647,,-6.2,S14000007,Alex Johnstone,,,SNP,,-2.0,,Sumon Hoque,13148,19.0,66.5,60.2,27487,5.1,David Evans,-8.2
Corri Wilson,855,27.3,1280,19.8,,,14227,2.5,-7.7,S14000006,Lee Lyons,2.5,,SNP,Joseph Adam-Smith,-5.7,,Sandra Osborne,10355,30.8,71.5,48.8,25492,1.6,Richard Brodie,-19.9
Calum Kerr,10294,4.9,1316,36.0,631,1.1,2700,2.4,-26.7,S14000008,John Lamont,1.2,1.1,SNP,Peter Neilson,2.2,Pauline Stewart,Kenryck Lloyd-Jones,19817,27.4,74.2,36.6,20145,18.7,Michael Moore,-5.3
Paul Monaghan,11987,9.0,981,6.8,,,3061,2.9,-6.3,S14000009,Alastair Graham,2.9,,SNP,Ann Murray,-6.2,,John Erskine,2326,27.1,71.9,46.3,15831,35.1,John Thurso,-15.7
Douglas Chapman,2232,31.7,,11.9,1195,2.1,17744,,-31.1,S14000017,James Reekie,,2.1,SNP,,5.1,Lewis Campbell,Thomas Docherty,6623,39.6,71.6,50.3,28096,4.0,Gillian Cole-Hamilton,-14.5
Philippa Whitford,917,26.4,,17.3,645,1.3,13410,,-10.1,S14000010,Marc Hope,,1.3,SNP,,-3.0,Veronika Tudhope,Brian Donohoe,8803,34.1,72.6,53.2,26999,1.8,Gordon Bain,-21.3
John Nicolson,19926,12.3,567,8.6,804,1.5,6754,1.0,-2.4,S14000018,Andrew Polson,-0.1,1.5,SNP,Wilfred Arasaratnam,-6.9,Ross Greer,Amanjit Jhund,4727,29.7,81.9,40.3,22093,36.3,Jo Swinson,-21.8
Philip Boswell,549,33.9,1049,6.3,,,17195,2.1,-7.4,S14000011,Mhairi Fraser,2.1,,SNP,Scott Cairns,-1.8,,Thomas Clarke,3209,39.8,68.7,56.6,28696,1.1,Robert Simpson,-32.7
Lisa Cameron,1042,28.3,1221,11.8,,,17151,2.0,-8.2,S14000019,Graham Simpson,2.0,,SNP,Robert Sale,-1.2,,Michael McCann,7129,32.6,72.9,55.6,33678,1.7,Paul McGarry,-23.2
George Kerevan,1517,31.0,1178,19.5,1245,0.4,18301,2.0,-14.3,S14000020,David Roach,0.9,2.1,SNP,Oluf Marshall,-0.1,Jason Rose,Fiona O'Donnell,11511,26.5,74.2,42.5,25104,2.6,Ettie Spencer,-13.6
Tommy Sheppard,1325,29.9,898,9.9,2809,0.9,14082,1.9,-16.6,S14000022,James McMordie,1.9,6.0,SNP,Oliver Corbishley,-1.0,Peter McColl,Sheila Gilmore,4670,28.8,71.2,49.2,23188,2.8,Karen Utting,-13.5
Kirsten Oswald,1069,34.0,888,22.0,,,19295,1.6,-7.3,S14000021,David Montgomery,0.8,,SNP,Robert Malyn,-8.4,,Jim Murphy,12465,31.7,81.1,40.6,23013,1.9,Graeme Cowie,-16.8
Deidre Brock,2634,31.3,847,16.2,3140,3.2,18145,1.5,-29.3,S14000023,Iain McGill,1.5,5.4,SNP,Alan Melville,1.2,Sarah Beattie-Smith,Mark Lazarowicz,9378,31.3,71.6,40.9,23742,4.5,Martin Veart,-6.2
Stuart McDonald,1099,30.0,,7.9,,,14820,,-7.3,S14000012,Malcolm MacKay,,,SNP,,-0.4,,Gregg McClymont,3891,36.1,73.7,59.9,29572,2.2,John Duncan,-27.2
Neil Hay,1823,39.1,601,17.5,2090,2.2,19293,1.2,-30.3,S14000024,Miles Briggs,1.2,4.2,LAB,Paul Marshall,-4.1,Phyl Meyer,Ian Murray,8626,26.1,74.9,33.8,16656,3.7,Pramod Subbaraman,4.4
Richard Arkless,953,24.7,1301,29.9,,,13982,2.3,-7.1,S14000013,Finlay Carson,1.0,,SNP,Geoff Siddall,-1.7,,Russell Brown,16926,29.1,75.2,41.4,23440,1.7,Andrew Metcalf,-21.2
Joanna Cherry,1920,27.2,1072,20.2,1965,1.9,14033,2.1,-14.3,S14000025,Gordon Lindhurst,2.1,3.8,SNP,Richard Lucas,-4.0,Richard Doherty,Ricky Henderson,10444,30.8,71.5,43.0,22168,3.7,Dan Farthing-Sykes,-15.6
Stewart Hosie,1387,19.9,,15.0,895,0.5,9603,,-7.7,S14000015,Bill Bowman,,1.9,SNP,,-0.3,Helen Grayshan,Lesley Brennan,7206,21.9,72.0,59.7,28765,2.9,Craig Duncan,-13.4
Emma Harper,1392,14.8,1472,39.8,839,0.5,7711,2.8,-17.1,S14000014,David Mundell,1.4,1.6,CON,Kevin Newton,1.8,Jody Jamieson,Archie Dryburgh,20759,27.5,76.1,38.3,19961,2.7,Amanda Kubie,-14.1
Michelle Thomson,18168,11.7,1015,12.3,1140,2.1,6425,1.9,-2.8,S14000026,Lindsay Paterson,1.9,2.1,SNP,George Inglis,-10.9,Pat Black,Cammy Day,6732,25.8,76.5,39.0,21378,33.1,Mike Crockart,-16.0
Chris Law,1057,23.7,,8.6,1225,2.7,10592,,-9.0,S14000016,Nicola Ross,,2.7,SNP,,-0.7,Pauline Hinchion,Michael Marra,3852,33.0,67.5,61.9,27684,2.4,Daniel Coleman,-24.8
John McNally,1225,25.1,1829,12.1,,,15130,3.0,-8.3,S14000028,Alison Harris,0.5,,SNP,David Coburn,0.9,,Karen Whitefield,7325,27.5,72.4,57.7,34831,2.0,Galen Milne,-20.6
Alison Thewliss,612,33.1,786,6.0,1559,1.3,12996,2.0,-14.8,S14000029,Simon Bone,1.2,4.0,SNP,Stuart Maskell,-1.1,Cass MacGregor,Anas Sarwar,2359,35.0,55.4,52.5,20658,1.6,Chris Young,-19.0
Patrick Grady,1012,27.9,486,7.9,2284,3.0,10315,1.3,-28.6,S14000031,Lauren Hankinson,1.3,6.2,SNP,Jamie Robertson,0.8,Martin Bartos,Ann McKechin,2901,41.2,62.7,53.1,19610,2.7,Jade O'Neil,-16.6
Carol Monaghan,1194,30.9,,8.4,1167,0.2,13544,,-13.1,S14000033,Roger Lewis,,2.7,SNP,,-1.5,Moira Crawford,John Robertson,3692,39.3,64.1,54.5,23908,2.7,James Harrison,-23.2
